AssignedBusinessUnitsID|ClientID|BusinessUnitID|h_client_sid|h_business_unit_sid|l_client_business_unit_sid|WORKFLOW_PATH|WORKFLOW_NAME|WORKSPACE|LOAD_DATE_TIME
13|291|2|3717862a00f88c6164a735d661d4e9c91c5d9767|da4b9237bacccdf19c0760cab7aec4a8359010b0|bd307a3ec329e10a2cff8fb87480823da114f8f4|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
14|3|6|77de68daecd823babbb58edb1c8e14d7106e83bb|c1dfd96eea8cc2b62785275bca38ac261256e278|fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
15|19|4|b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f|1b6453892473a467d07372d45eb05abc2031647a|f1abd670358e036c31296e66b3b66c382ac00812|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
16|19|3|b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f|77de68daecd823babbb58edb1c8e14d7106e83bb|1574bddb75c78a6fd2251d61e2993b5146201319|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
18|10|7|b1d5781111d84f7b3fe45a0852e59758cd7a87e5|902ba3cda1883801594b6e1b452790cc53948fda|9e6a55b6b4563e652a23be9d623ca5055c356940|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
19|10|6|b1d5781111d84f7b3fe45a0852e59758cd7a87e5|c1dfd96eea8cc2b62785275bca38ac261256e278|b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
20|99|1|9a79be611e0267e1d943da0737c6c51be67865a0|356a192b7913b04c54574d18c28d46e6395428ab|91032ad7bbcb6cf72875e8e8207dcfba80173f7c|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
21|261|6|5d00f2c62873169a8720963189ff86b1f29d4958|c1dfd96eea8cc2b62785275bca38ac261256e278|472b07b9fcf2c2451e8781e944bf5f77cd8457c8|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
22|12|6|7b52009b64fd0a2a49e6d8a939753077792b0554|c1dfd96eea8cc2b62785275bca38ac261256e278|12c6fc06c99a462375eeb3f43dfd832b08ca9e17|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
23|14|6|fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b|c1dfd96eea8cc2b62785275bca38ac261256e278|d435a6cdd786300dff204ee7c2ef942d3e9034e2|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
24|4|4|1b6453892473a467d07372d45eb05abc2031647a|1b6453892473a467d07372d45eb05abc2031647a|4d134bc072212ace2df385dae143139da74ec0ef|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
25|4|3|1b6453892473a467d07372d45eb05abc2031647a|77de68daecd823babbb58edb1c8e14d7106e83bb|f6e1126cedebf23e1463aee73f9df08783640400|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
26|16|6|1574bddb75c78a6fd2251d61e2993b5146201319|c1dfd96eea8cc2b62785275bca38ac261256e278|887309d048beef83ad3eabf2a79a64a389ab1c9f|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
27|18|6|9e6a55b6b4563e652a23be9d623ca5055c356940|c1dfd96eea8cc2b62785275bca38ac261256e278|bc33ea4e26e5e1af1408321416956113a4658763|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
28|81|4|1d513c0bcbe33b2e7440e5e14d0b22ef95c9d673|1b6453892473a467d07372d45eb05abc2031647a|0a57cb53ba59c46fc4b692527a38a87c78d84028|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
29|81|3|1d513c0bcbe33b2e7440e5e14d0b22ef95c9d673|77de68daecd823babbb58edb1c8e14d7106e83bb|7719a1c782a1ba91c031a682a0a2f8658209adbf|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
30|21|6|472b07b9fcf2c2451e8781e944bf5f77cd8457c8|c1dfd96eea8cc2b62785275bca38ac261256e278|22d200f8670dbdb3e253a90eee5098477c95c23d|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
31|13|4|bd307a3ec329e10a2cff8fb87480823da114f8f4|1b6453892473a467d07372d45eb05abc2031647a|632667547e7cd3e0466547863e1207a8c0c0c549|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
32|13|3|bd307a3ec329e10a2cff8fb87480823da114f8f4|77de68daecd823babbb58edb1c8e14d7106e83bb|cb4e5208b4cd87268b208e49452ed6e89a68e0b8|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
33|25|6|f6e1126cedebf23e1463aee73f9df08783640400|c1dfd96eea8cc2b62785275bca38ac261256e278|b6692ea5df920cad691c20319a6fffd7a4a766b8|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
34|27|6|bc33ea4e26e5e1af1408321416956113a4658763|c1dfd96eea8cc2b62785275bca38ac261256e278|f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
35|32|6|cb4e5208b4cd87268b208e49452ed6e89a68e0b8|c1dfd96eea8cc2b62785275bca38ac261256e278|972a67c48192728a34979d9a35164c1295401b71|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
36|39|6|ca3512f4dfa95a03169c5a670a4c91a19b3077b4|c1dfd96eea8cc2b62785275bca38ac261256e278|fc074d501302eb2b93e2554793fcaf50b3bf7291|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
37|24|2|4d134bc072212ace2df385dae143139da74ec0ef|da4b9237bacccdf19c0760cab7aec4a8359010b0|cb7a1d775e800fd1ee4049f7dca9e041eb9ba083|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
38|258|6|982fd8b711279888a3b54f5af24f185041d22ee6|c1dfd96eea8cc2b62785275bca38ac261256e278|5b384ce32d8cdef02bc3a139d4cac0a22bb029e8|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
39|42|6|92cfceb39d57d914ed8b14d0e37643de0797ae56|c1dfd96eea8cc2b62785275bca38ac261256e278|ca3512f4dfa95a03169c5a670a4c91a19b3077b4|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
40|41|6|761f22b2c1593d0bb87e0b606f990ba4974706de|c1dfd96eea8cc2b62785275bca38ac261256e278|af3e133428b9e25c55bc59fe534248e6a0c0f17b|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
41|11|4|17ba0791499db908433b80f37c5fbc89b870084b|1b6453892473a467d07372d45eb05abc2031647a|761f22b2c1593d0bb87e0b606f990ba4974706de|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
42|11|3|17ba0791499db908433b80f37c5fbc89b870084b|77de68daecd823babbb58edb1c8e14d7106e83bb|92cfceb39d57d914ed8b14d0e37643de0797ae56|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
43|103|1|934385f53d1bd0c1b8493e44d0dfd4c8e88a04bb|356a192b7913b04c54574d18c28d46e6395428ab|0286dd552c9bea9a69ecb3759e7b94777635514b|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
44|30|4|22d200f8670dbdb3e253a90eee5098477c95c23d|1b6453892473a467d07372d45eb05abc2031647a|98fbc42faedc02492397cb5962ea3a3ffc0a9243|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
45|30|3|22d200f8670dbdb3e253a90eee5098477c95c23d|77de68daecd823babbb58edb1c8e14d7106e83bb|fb644351560d8296fe6da332236b1f8d61b2828a|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
46|282|6|267b976f6f335984ab90f0f478e8a1637eabe7d5|c1dfd96eea8cc2b62785275bca38ac261256e278|fe2ef495a1152561572949784c16bf23abb28057|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
47|211|10|1b4a364f76e9fa8073516100ed65590c50a6d5e9|b1d5781111d84f7b3fe45a0852e59758cd7a87e5|827bfc458708f0b442009c9c9836f7e4b65557fb|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
50|50|6|e1822db470e60d090affd0956d743cb0e7cdf113|c1dfd96eea8cc2b62785275bca38ac261256e278|e1822db470e60d090affd0956d743cb0e7cdf113|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
51|111|1|6216f8a75fd5bb3d5f22b6f9958cdede3fc086c2|356a192b7913b04c54574d18c28d46e6395428ab|b7eb6c689c037217079766fdb77c3bac3e51cb4c|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
52|45|7|fb644351560d8296fe6da332236b1f8d61b2828a|902ba3cda1883801594b6e1b452790cc53948fda|a9334987ece78b6fe8bf130ef00b74847c1d3da6|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
53|45|6|fb644351560d8296fe6da332236b1f8d61b2828a|c1dfd96eea8cc2b62785275bca38ac261256e278|c5b76da3e608d34edb07244cd9b875ee86906328|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
54|219|4|c0ba17c23a26ff8c314478bc69f30963a6e4a754|1b6453892473a467d07372d45eb05abc2031647a|80e28a51cbc26fa4bd34938c5e593b36146f5e0c|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
55|219|3|c0ba17c23a26ff8c314478bc69f30963a6e4a754|77de68daecd823babbb58edb1c8e14d7106e83bb|8effee409c625e1a2d8f5033631840e6ce1dcb64|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
56|26|4|887309d048beef83ad3eabf2a79a64a389ab1c9f|1b6453892473a467d07372d45eb05abc2031647a|54ceb91256e8190e474aa752a6e0650a2df5ba37|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
57|26|3|887309d048beef83ad3eabf2a79a64a389ab1c9f|77de68daecd823babbb58edb1c8e14d7106e83bb|9109c85a45b703f87f1413a405549a2cea9ab556|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
60|269|1|9a61b86ecef7f4f8978d90273acfe0236bae7479|356a192b7913b04c54574d18c28d46e6395428ab|e6c3dd630428fd54834172b8fd2735fed9416da4|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
61|117|1|d0e2dbb0bac1917d360aaf52c01a2a4b669e8cdb|356a192b7913b04c54574d18c28d46e6395428ab|6c1e671f9af5b46d9c1a52067bdf0e53685674f7|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
62|52|8|a9334987ece78b6fe8bf130ef00b74847c1d3da6|fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f|511a418e72591eb7e33f703f04c3fa16df6c90bd|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
63|52|6|a9334987ece78b6fe8bf130ef00b74847c1d3da6|c1dfd96eea8cc2b62785275bca38ac261256e278|a17554a0d2b15a664c0e73900184544f19e70227|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
64|67|4|4d89d294cd4ca9f2ca57dc24a53ffb3ef5303122|1b6453892473a467d07372d45eb05abc2031647a|c66c65175fecc3103b3b587be9b5b230889c8628|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
65|67|3|4d89d294cd4ca9f2ca57dc24a53ffb3ef5303122|77de68daecd823babbb58edb1c8e14d7106e83bb|2a459380709e2fe4ac2dae5733c73225ff6cfee1|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
67|36|4|fc074d501302eb2b93e2554793fcaf50b3bf7291|1b6453892473a467d07372d45eb05abc2031647a|4d89d294cd4ca9f2ca57dc24a53ffb3ef5303122|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
68|36|3|fc074d501302eb2b93e2554793fcaf50b3bf7291|77de68daecd823babbb58edb1c8e14d7106e83bb|b4c96d80854dd27e76d8cc9e21960eebda52e962|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
69|259|6|5f573b82f1da8677c86d695538c530d136b6c489|c1dfd96eea8cc2b62785275bca38ac261256e278|a72b20062ec2c47ab2ceb97ac1bee818f8b6c6cb|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
70|7|1|902ba3cda1883801594b6e1b452790cc53948fda|356a192b7913b04c54574d18c28d46e6395428ab|b7103ca278a75cad8f7d065acda0c2e80da0b7dc|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
71|57|6|9109c85a45b703f87f1413a405549a2cea9ab556|c1dfd96eea8cc2b62785275bca38ac261256e278|d02560dd9d7db4467627745bd6701e809ffca6e3|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
72|224|1|bc15c774dca4499ea6fb42da7d216ca54f8c697e|356a192b7913b04c54574d18c28d46e6395428ab|c097638f92de80ba8d6c696b26e6e601a5f61eb7|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
73|83|4|7d7116e23efef7292cad5e6f033d9a962708228c|1b6453892473a467d07372d45eb05abc2031647a|35e995c107a71caeb833bb3b79f9f54781b33fa1|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
74|83|3|7d7116e23efef7292cad5e6f033d9a962708228c|77de68daecd823babbb58edb1c8e14d7106e83bb|1f1362ea41d1bc65be321c0a378a20159f9a26d0|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
75|197|4|61188f24396807ba7ca38919a158766de935852e|1b6453892473a467d07372d45eb05abc2031647a|450ddec8dd206c2e2ab1aeeaa90e85e51753b8b7|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
76|197|3|61188f24396807ba7ca38919a158766de935852e|77de68daecd823babbb58edb1c8e14d7106e83bb|d54ad009d179ae346683cfc3603979bc99339ef7|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
77|37|4|cb7a1d775e800fd1ee4049f7dca9e041eb9ba083|1b6453892473a467d07372d45eb05abc2031647a|d321d6f7ccf98b51540ec9d933f20898af3bd71e|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
78|37|3|cb7a1d775e800fd1ee4049f7dca9e041eb9ba083|77de68daecd823babbb58edb1c8e14d7106e83bb|eb4ac3033e8ab3591e0fcefa8c26ce3fd36d5a0f|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
79|56|6|54ceb91256e8190e474aa752a6e0650a2df5ba37|c1dfd96eea8cc2b62785275bca38ac261256e278|b74f5ee9461495ba5ca4c72a7108a23904c27a05|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
80|242|4|851cd04fbcac9538616f1d147d7930db87b8750d|1b6453892473a467d07372d45eb05abc2031647a|b888b29826bb53dc531437e723738383d8339b56|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
81|242|3|851cd04fbcac9538616f1d147d7930db87b8750d|77de68daecd823babbb58edb1c8e14d7106e83bb|1d513c0bcbe33b2e7440e5e14d0b22ef95c9d673|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
82|58|6|667be543b02294b7624119adc3a725473df39885|c1dfd96eea8cc2b62785275bca38ac261256e278|76546f9a641ede2beab506b96df1688d889e629a|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
83|58|2|667be543b02294b7624119adc3a725473df39885|da4b9237bacccdf19c0760cab7aec4a8359010b0|7d7116e23efef7292cad5e6f033d9a962708228c|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
84|228|1|cad06f3c4901bbcd4a396dd83c4544a146d6e3e8|356a192b7913b04c54574d18c28d46e6395428ab|be461a0cd1fda052a69c3fd94f8cf5f6f86afa34|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
